DATAFLOW,LAST UPDATE,freq,s_adj,age,unit,sex,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG,CONF_STATUS
ESTAT:UNE_RT_M(1.0),04/03/26 11:00:00,Monthly,"Seasonally adjusted data, not calendar adjusted data",Less than 25 years,Percentage of population in the labour force,Total,Belgium,2025-04,15.5,,
ESTAT:UNE_RT_M(1.0),04/03/26 11:00:00,Monthly,"Seasonally adjusted data, not calendar adjusted data",Less than 25 years,Percentage of population in the labour force,Total,Belgium,2025-05,15.5,,
ESTAT:UNE_RT_M(1.0),04/03/26 11:00:00,Monthly,"Seasonally adjusted data, not calendar adjusted data",Less than 25 years,Percentage of population in the labour force,Total,Belgium,2025-06,15.5,,
ESTAT:UNE_RT_M(1.0),04/03/26 11:00:00,Monthly,"Seasonally adjusted data, not calendar adjusted data",Less than 25 years,Percentage of population in the labour force,Total,Belgium,2025-07,18.4,,
ESTAT:UNE_RT_M(1.0),04/03/26 11:00:00,Monthly,"Seasonally adjusted data, not calendar adjusted data",Less than 25 years,Percentage of population in the labour force,Total,Belgium,2025-08,18.4,,
ESTAT:UNE_RT_M(1.0),04/03/26 11:00:00,Monthly,"Seasonally adjusted data, not calendar adjusted data",Less than 25 years,Percentage of population in the labour force,Total,Belgium,2025-09,18.4,,
ESTAT:UNE_RT_M(1.0),04/03/26 11:00:00,Monthly,"Seasonally adjusted data, not calendar adjusted data",Less than 25 years,Percentage of population in the labour force,Total,Belgium,2025-10,18.5,,
ESTAT:UNE_RT_M(1.0),04/03/26 11:00:00,Monthly,"Seasonally adjusted data, not calendar adjusted data",Less than 25 years,Percentage of population in the labour force,Total,Belgium,2025-11,18.5,,
ESTAT:UNE_RT_M(1.0),04/03/26 11:00:00,Monthly,"Seasonally adjusted data, not calendar adjusted data",Less than 25 years,Percentage of population in the labour force,Total,Belgium,2025-12,18.5,,
ESTAT:UNE_RT_M(1.0),04/03/26 11:00:00,Monthly,"Seasonally adjusted data, not calendar adjusted data",Less than 25 years,Percentage of population in the labour force,Total,Bulgaria,2021-12,15.2,,
ESTAT:UNE_RT_M(1.0),04/03/26 11:00:00,Monthly,"Seasonally adjusted data, not calendar adjusted data",Less than 25 years,Percentage of population in the labour force,Total,Bulgaria,2022-01,13.7,,
ESTAT:UNE_RT_M(1.0),04/03/26 11:00:00,Monthly,"Seasonally adjusted data, not calendar adjusted data",Less than 25 years,Percentage of population in the labour force,Total,Bulgaria,2022-02,12.6,,
ESTAT:UNE_RT_M(1.0),04/03/26 11:00:00,Monthly,"Seasonally adjusted data, not calendar adjusted data",Less than 25 years,Percentage of population in the labour force,Total,Bulgaria,2022-03,11.5,,
ESTAT:UNE_RT_M(1.0),04/03/26 11:00:00,Monthly,"Seasonally adjusted data, not calendar adjusted data",Less than 25 years,Percentage of population in the labour force,Total,Bulgaria,2022-04,10.8,,
ESTAT:UNE_RT_M(1.0),04/03/26 11:00:00,Monthly,"Seasonally adjusted data, not calendar adjusted data",Less than 25 years,Percentage of population in the labour force,Total,Bulgaria,2022-05,10.8,,
ESTAT:UNE_RT_M(1.0),04/03/26 11:00:00,Monthly,"Seasonally adjusted data, not calendar adjusted data",Less than 25 years,Percentage of population in the labour force,Total,Bulgaria,2022-06,10.6,,
ESTAT:UNE_RT_M(1.0),04/03/26 11:00:00,Monthly,"Seasonally adjusted data, not calendar adjusted data",Less than 25 years,Percentage of population in the labour force,Total,Bulgaria,2022-07,10.6,,
ESTAT:UNE_RT_M(1.0),04/03/26 11:00:00,Monthly,"Seasonally adjusted data, not calendar adjusted data",Less than 25 years,Percentage of population in the labour force,Total,Bulgaria,2022-08,10.5,,
ESTAT:UNE_RT_M(1.0),04/03/26 11:00:00,Monthly,"Seasonally adjusted data, not calendar adjusted data",Less than 25 years,Percentage of population in the labour force,Total,Bulgaria,2022-09,9.9,,
ESTAT:UNE_RT_M(1.0),04/03/26 11:00:00,Monthly,"Seasonally adjusted data, not calendar adjusted data",Less than 25 years,Percentage of population in the labour force,Total,Bulgaria,2022-10,9.0,,
ESTAT:UNE_RT_M(1.0),04/03/26 11:00:00,Monthly,"Seasonally adjusted data, not calendar adjusted data",Less than 25 years,Percentage of population in the labour force,Total,Bulgaria,2022-11,9.0,,
ESTAT:UNE_RT_M(1.0),04/03/26 11:00:00,Monthly,"Seasonally adjusted data, not calendar adjusted data",Less than 25 years,Percentage of population in the labour force,Total,Bulgaria,2022-12,9.3,,
ESTAT:UNE_RT_M(1.0),04/03/26 11:00:00,Monthly,"Seasonally adjusted data, not calendar adjusted data",Less than 25 years,Percentage of population in the labour force,Total,Bulgaria,2023-01,9.5,,
ESTAT:UNE_RT_M(1.0),04/03/26 11:00:00,Monthly,"Seasonally adjusted data, not calendar adjusted data",Less than 25 years,Percentage of population in the labour force,Total,Bulgaria,2023-02,9.5,,
ESTAT:UNE_RT_M(1.0),04/03/26 11:00:00,Monthly,"Seasonally adjusted data, not calendar adjusted data",Less than 25 years,Percentage of population in the labour force,Total,Bulgaria,2023-03,9.8,,
ESTAT:UNE_RT_M(1.0),04/03/26 11:00:00,Monthly,"Seasonally adjusted data, not calendar adjusted data",Less than 25 years,Percentage of population in the labour force,Total,Bulgaria,2023-04,10.9,,
ESTAT:UNE_RT_M(1.0),04/03/26 11:00:00,Monthly,"Seasonally adjusted data, not calendar adjusted data",Less than 25 years,Percentage of population in the labour force,Total,Bulgaria,2023-05,11.7,,
ESTAT:UNE_RT_M(1.0),04/03/26 11:00:00,Monthly,"Seasonally adjusted data, not calendar adjusted data",Less than 25 years,Percentage of population in the labour force,Total,Bulgaria,2023-06,12.2,,
ESTAT:UNE_RT_M(1.0),04/03/26 11:00:00,Monthly,"Seasonally adjusted data, not calendar adjusted data",Less than 25 years,Percentage of population in the labour force,Total,Bulgaria,2023-07,12.8,,
ESTAT:UNE_RT_M(1.0),04/03/26 11:00:00,Monthly,"Seasonally adjusted data, not calendar adjusted data",Less than 25 years,Percentage of population in the labour force,Total,Bulgaria,2023-08,13.3,,
ESTAT:UNE_RT_M(1.0),04/03/26 11:00:00,Monthly,"Seasonally adjusted data, not calendar adjusted data",Less than 25 years,Percentage of population in the labour force,Total,Bulgaria,2023-09,13.3,,
ESTAT:UNE_RT_M(1.0),04/03/26 11:00:00,Monthly,"Seasonally adjusted data, not calendar adjusted data",Less than 25 years,Percentage of population in the labour force,Total,Bulgaria,2023-10,13.7,,
ESTAT:UNE_RT_M(1.0),04/03/26 11:00:00,Monthly,"Seasonally adjusted data, not calendar adjusted data",Less than 25 years,Percentage of population in the labour force,Total,Bulgaria,2023-11,13.9,,
ESTAT:UNE_RT_M(1.0),04/03/26 11:00:00,Monthly,"Seasonally adjusted data, not calendar adjusted data",Less than 25 years,Percentage of population in the labour force,Total,Bulgaria,2023-12,14.6,,
ESTAT:UNE_RT_M(1.0),04/03/26 11:00:00,Monthly,"Seasonally adjusted data, not calendar adjusted data",Less than 25 years,Percentage of population in the labour force,Total,Bulgaria,2024-01,15.9,,
ESTAT:UNE_RT_M(1.0),04/03/26 11:00:00,Monthly,"Seasonally adjusted data, not calendar adjusted data",Less than 25 years,Percentage of population in the labour force,Total,Bulgaria,2024-02,15.9,,
ESTAT:UNE_RT_M(1.0),04/03/26 11:00:00,Monthly,"Seasonally adjusted data, not calendar adjusted data",Less than 25 years,Percentage of population in the labour force,Total,Bulgaria,2024-03,14.7,,
ESTAT:UNE_RT_M(1.0),04/03/26 11:00:00,Monthly,"Seasonally adjusted data, not calendar adjusted data",Less than 25 years,Percentage of population in the labour force,Total,Bulgaria,2024-04,12.9,,
ESTAT:UNE_RT_M(1.0),04/03/26 11:00:00,Monthly,"Seasonally adjusted data, not calendar adjusted data",Less than 25 years,Percentage of population in the labour force,Total,Bulgaria,2024-05,11.7,,
ESTAT:UNE_RT_M(1.0),04/03/26 11:00:00,Monthly,"Seasonally adjusted data, not calendar adjusted data",Less than 25 years,Percentage of population in the labour force,Total,Bulgaria,2024-06,11.5,,
ESTAT:UNE_RT_M(1.0),04/03/26 11:00:00,Monthly,"Seasonally adjusted data, not calendar adjusted data",Less than 25 years,Percentage of population in the labour force,Total,Bulgaria,2024-07,12.3,,
ESTAT:UNE_RT_M(1.0),04/03/26 11:00:00,Monthly,"Seasonally adjusted data, not calendar adjusted data",Less than 25 years,Percentage of population in the labour force,Total,Bulgaria,2024-08,11.9,,
ESTAT:UNE_RT_M(1.0),04/03/26 11:00:00,Monthly,"Seasonally adjusted data, not calendar adjusted data",Less than 25 years,Percentage of population in the labour force,Total,Bulgaria,2024-09,11.1,,
ESTAT:UNE_RT_M(1.0),04/03/26 11:00:00,Monthly,"Seasonally adjusted data, not calendar adjusted data",Less than 25 years,Percentage of population in the labour force,Total,Bulgaria,2024-10,10.3,,
ESTAT:UNE_RT_M(1.0),04/03/26 11:00:00,Monthly,"Seasonally adjusted data, not calendar adjusted data",Less than 25 years,Percentage of population in the labour force,Total,Bulgaria,2024-11,9.7,,
ESTAT:UNE_RT_M(1.0),04/03/26 11:00:00,Monthly,"Seasonally adjusted data, not calendar adjusted data",Less than 25 years,Percentage of population in the labour force,Total,Bulgaria,2024-12,9.6,,
ESTAT:UNE_RT_M(1.0),04/03/26 11:00:00,Monthly,"Seasonally adjusted data, not calendar adjusted data",Less than 25 years,Percentage of population in the labour force,Total,Bulgaria,2025-01,9.8,,
ESTAT:UNE_RT_M(1.0),04/03/26 11:00:00,Monthly,"Seasonally adjusted data, not calendar adjusted data",Less than 25 years,Percentage of population in the labour force,Total,Bulgaria,2025-02,10.6,,
ESTAT:UNE_RT_M(1.0),04/03/26 11:00:00,Monthly,"Seasonally adjusted data, not calendar adjusted data",Less than 25 years,Percentage of population in the labour force,Total,Bulgaria,2025-03,11.7,,
ESTAT:UNE_RT_M(1.0),04/03/26 11:00:00,Monthly,"Seasonally adjusted data, not calendar adjusted data",Less than 25 years,Percentage of population in the labour force,Total,Bulgaria,2025-04,12.9,,
ESTAT:UNE_RT_M(1.0),04/03/26 11:00:00,Monthly,"Seasonally adjusted data, not calendar adjusted data",Less than 25 years,Percentage of population in the labour force,Total,Bulgaria,2025-05,14.0,,
ESTAT:UNE_RT_M(1.0),04/03/26 11:00:00,Monthly,"Seasonally adjusted data, not calendar adjusted data",Less than 25 years,Percentage of population in the labour force,Total,Bulgaria,2025-06,15.1,,
ESTAT:UNE_RT_M(1.0),04/03/26 11:00:00,Monthly,"Seasonally adjusted data, not calendar adjusted data",Less than 25 years,Percentage of population in the labour force,Total,Bulgaria,2025-07,15.8,,
ESTAT:UNE_RT_M(1.0),04/03/26 11:00:00,Monthly,"Seasonally adjusted data, not calendar adjusted data",Less than 25 years,Percentage of population in the labour force,Total,Bulgaria,2025-08,14.7,,
ESTAT:UNE_RT_M(1.0),04/03/26 11:00:00,Monthly,"Seasonally adjusted data, not calendar adjusted data",Less than 25 years,Percentage of population in the labour force,Total,Bulgaria,2025-09,13.6,,
ESTAT:UNE_RT_M(1.0),04/03/26 11:00:00,Monthly,"Seasonally adjusted data, not calendar adjusted data",Less than 25 years,Percentage of population in the labour force,Total,Bulgaria,2025-10,13.2,,
ESTAT:UNE_RT_M(1.0),04/03/26 11:00:00,Monthly,"Seasonally adjusted data, not calendar adjusted data",Less than 25 years,Percentage of population in the labour force,Total,Bulgaria,2025-11,12.7,,
ESTAT:UNE_RT_M(1.0),04/03/26 11:00:00,Monthly,"Seasonally adjusted data, not calendar adjusted data",Less than 25 years,Percentage of population in the labour force,Total,Bulgaria,2025-12,12.3,,
ESTAT:UNE_RT_M(1.0),04/03/26 11:00:00,Monthly,"Seasonally adjusted data, not calendar adjusted data",Less than 25 years,Percentage of population in the labour force,Total,Bulgaria,2026-01,12.4,,
ESTAT:UNE_RT_M(1.0),04/03/26 11:00:00,Monthly,"Seasonally adjusted data, not calendar adjusted data",Less than 25 years,Percentage of population in the labour force,Total,Cyprus,2021-12,17.1,,
ESTAT:UNE_RT_M(1.0),04/03/26 11:00:00,Monthly,"Seasonally adjusted data, not calendar adjusted data",Less than 25 years,Percentage of population in the labour force,Total,Cyprus,2022-01,17.4,,
ESTAT:UNE_RT_M(1.0),04/03/26 11:00:00,Monthly,"Seasonally adjusted data, not calendar adjusted data",Less than 25 years,Percentage of population in the labour force,Total,Cyprus,2022-02,17.4,,
ESTAT:UNE_RT_M(1.0),04/03/26 11:00:00,Monthly,"Seasonally adjusted data, not calendar adjusted data",Less than 25 years,Percentage of population in the labour force,Total,Cyprus,2022-03,17.4,,
ESTAT:UNE_RT_M(1.0),04/03/26 11:00:00,Monthly,"Seasonally adjusted data, not calendar adjusted data",Less than 25 years,Percentage of population in the labour force,Total,Cyprus,2022-04,17.0,,
ESTAT:UNE_RT_M(1.0),04/03/26 11:00:00,Monthly,"Seasonally adjusted data, not calendar adjusted data",Less than 25 years,Percentage of population in the labour force,Total,Cyprus,2022-05,17.0,,
ESTAT:UNE_RT_M(1.0),04/03/26 11:00:00,Monthly,"Seasonally adjusted data, not calendar adjusted data",Less than 25 years,Percentage of population in the labour force,Total,Cyprus,2022-06,17.0,,
ESTAT:UNE_RT_M(1.0),04/03/26 11:00:00,Monthly,"Seasonally adjusted data, not calendar adjusted data",Less than 25 years,Percentage of population in the labour force,Total,Cyprus,2022-07,19.1,,
ESTAT:UNE_RT_M(1.0),04/03/26 11:00:00,Monthly,"Seasonally adjusted data, not calendar adjusted data",Less than 25 years,Percentage of population in the labour force,Total,Cyprus,2022-08,19.1,,
ESTAT:UNE_RT_M(1.0),04/03/26 11:00:00,Monthly,"Seasonally adjusted data, not calendar adjusted data",Less than 25 years,Percentage of population in the labour force,Total,Cyprus,2022-09,19.1,,
ESTAT:UNE_RT_M(1.0),04/03/26 11:00:00,Monthly,"Seasonally adjusted data, not calendar adjusted data",Less than 25 years,Percentage of population in the labour force,Total,Cyprus,2022-10,18.7,,
ESTAT:UNE_RT_M(1.0),04/03/26 11:00:00,Monthly,"Seasonally adjusted data, not calendar adjusted data",Less than 25 years,Percentage of population in the labour force,Total,Cyprus,2022-11,18.7,,
ESTAT:UNE_RT_M(1.0),04/03/26 11:00:00,Monthly,"Seasonally adjusted data, not calendar adjusted data",Less than 25 years,Percentage of population in the labour force,Total,Cyprus,2022-12,18.7,,
ESTAT:UNE_RT_M(1.0),04/03/26 11:00:00,Monthly,"Seasonally adjusted data, not calendar adjusted data",Less than 25 years,Percentage of population in the labour force,Total,Cyprus,2023-01,16.3,,
ESTAT:UNE_RT_M(1.0),04/03/26 11:00:00,Monthly,"Seasonally adjusted data, not calendar adjusted data",Less than 25 years,Percentage of population in the labour force,Total,Cyprus,2023-02,16.3,,
ESTAT:UNE_RT_M(1.0),04/03/26 11:00:00,Monthly,"Seasonally adjusted data, not calendar adjusted data",Less than 25 years,Percentage of population in the labour force,Total,Cyprus,2023-03,16.3,,
ESTAT:UNE_RT_M(1.0),04/03/26 11:00:00,Monthly,"Seasonally adjusted data, not calendar adjusted data",Less than 25 years,Percentage of population in the labour force,Total,Cyprus,2023-04,15.3,,
ESTAT:UNE_RT_M(1.0),04/03/26 11:00:00,Monthly,"Seasonally adjusted data, not calendar adjusted data",Less than 25 years,Percentage of population in the labour force,Total,Cyprus,2023-05,15.3,,
ESTAT:UNE_RT_M(1.0),04/03/26 11:00:00,Monthly,"Seasonally adjusted data, not calendar adjusted data",Less than 25 years,Percentage of population in the labour force,Total,Cyprus,2023-06,15.3,,
ESTAT:UNE_RT_M(1.0),04/03/26 11:00:00,Monthly,"Seasonally adjusted data, not calendar adjusted data",Less than 25 years,Percentage of population in the labour force,Total,Cyprus,2023-07,17.4,,
ESTAT:UNE_RT_M(1.0),04/03/26 11:00:00,Monthly,"Seasonally adjusted data, not calendar adjusted data",Less than 25 years,Percentage of population in the labour force,Total,Cyprus,2023-08,17.4,,
ESTAT:UNE_RT_M(1.0),04/03/26 11:00:00,Monthly,"Seasonally adjusted data, not calendar adjusted data",Less than 25 years,Percentage of population in the labour force,Total,Cyprus,2023-09,17.4,,
ESTAT:UNE_RT_M(1.0),04/03/26 11:00:00,Monthly,"Seasonally adjusted data, not calendar adjusted data",Less than 25 years,Percentage of population in the labour force,Total,Cyprus,2023-10,17.6,,
ESTAT:UNE_RT_M(1.0),04/03/26 11:00:00,Monthly,"Seasonally adjusted data, not calendar adjusted data",Less than 25 years,Percentage of population in the labour force,Total,Cyprus,2023-11,17.6,,
ESTAT:UNE_RT_M(1.0),04/03/26 11:00:00,Monthly,"Seasonally adjusted data, not calendar adjusted data",Less than 25 years,Percentage of population in the labour force,Total,Cyprus,2023-12,17.6,,
ESTAT:UNE_RT_M(1.0),04/03/26 11:00:00,Monthly,"Seasonally adjusted data, not calendar adjusted data",Less than 25 years,Percentage of population in the labour force,Total,Cyprus,2024-01,16.2,,
ESTAT:UNE_RT_M(1.0),04/03/26 11:00:00,Monthly,"Seasonally adjusted data, not calendar adjusted data",Less than 25 years,Percentage of population in the labour force,Total,Cyprus,2024-02,16.2,,
ESTAT:UNE_RT_M(1.0),04/03/26 11:00:00,Monthly,"Seasonally adjusted data, not calendar adjusted data",Less than 25 years,Percentage of population in the labour force,Total,Cyprus,2024-03,16.2,,
ESTAT:UNE_RT_M(1.0),04/03/26 11:00:00,Monthly,"Seasonally adjusted data, not calendar adjusted data",Less than 25 years,Percentage of population in the labour force,Total,Cyprus,2024-04,13.7,,
ESTAT:UNE_RT_M(1.0),04/03/26 11:00:00,Monthly,"Seasonally adjusted data, not calendar adjusted data",Less than 25 years,Percentage of population in the labour force,Total,Cyprus,2024-05,13.7,,
ESTAT:UNE_RT_M(1.0),04/03/26 11:00:00,Monthly,"Seasonally adjusted data, not calendar adjusted data",Less than 25 years,Percentage of population in the labour force,Total,Cyprus,2024-06,13.7,,
ESTAT:UNE_RT_M(1.0),04/03/26 11:00:00,Monthly,"Seasonally adjusted data, not calendar adjusted data",Less than 25 years,Percentage of population in the labour force,Total,Cyprus,2024-07,11.9,,
ESTAT:UNE_RT_M(1.0),04/03/26 11:00:00,Monthly,"Seasonally adjusted data, not calendar adjusted data",Less than 25 years,Percentage of population in the labour force,Total,Cyprus,2024-08,11.9,,
ESTAT:UNE_RT_M(1.0),04/03/26 11:00:00,Monthly,"Seasonally adjusted data, not calendar adjusted data",Less than 25 years,Percentage of population in the labour force,Total,Cyprus,2024-09,11.9,,
ESTAT:UNE_RT_M(1.0),04/03/26 11:00:00,Monthly,"Seasonally adjusted data, not calendar adjusted data",Less than 25 years,Percentage of population in the labour force,Total,Cyprus,2024-10,9.9,,
ESTAT:UNE_RT_M(1.0),04/03/26 11:00:00,Monthly,"Seasonally adjusted data, not calendar adjusted data",Less than 25 years,Percentage of population in the labour force,Total,Cyprus,2024-11,9.9,,
ESTAT:UNE_RT_M(1.0),04/03/26 11:00:00,Monthly,"Seasonally adjusted data, not calendar adjusted data",Less than 25 years,Percentage of population in the labour force,Total,Cyprus,2024-12,9.9,,
ESTAT:UNE_RT_M(1.0),04/03/26 11:00:00,Monthly,"Seasonally adjusted data, not calendar adjusted data",Less than 25 years,Percentage of population in the labour force,Total,Cyprus,2025-01,11.0,,
ESTAT:UNE_RT_M(1.0),04/03/26 11:00:00,Monthly,"Seasonally adjusted data, not calendar adjusted data",Less than 25 years,Percentage of population in the labour force,Total,Cyprus,2025-02,11.0,,
ESTAT:UNE_RT_M(1.0),04/03/26 11:00:00,Monthly,"Seasonally adjusted data, not calendar adjusted data",Less than 25 years,Percentage of population in the labour force,Total,Cyprus,2025-03,11.0,,
ESTAT:UNE_RT_M(1.0),04/03/26 11:00:00,Monthly,"Seasonally adjusted data, not calendar adjusted data",Less than 25 years,Percentage of population in the labour force,Total,Cyprus,2025-04,14.0,,
ESTAT:UNE_RT_M(1.0),04/03/26 11:00:00,Monthly,"Seasonally adjusted data, not calendar adjusted data",Less than 25 years,Percentage of population in the labour force,Total,Cyprus,2025-05,14.0,,
ESTAT:UNE_RT_M(1.0),04/03/26 11:00:00,Monthly,"Seasonally adjusted data, not calendar adjusted data",Less than 25 years,Percentage of population in the labour force,Total,Cyprus,2025-06,14.0,,
ESTAT:UNE_RT_M(1.0),04/03/26 11:00:00,Monthly,"Seasonally adjusted data, not calendar adjusted data",Less than 25 years,Percentage of population in the labour force,Total,Cyprus,2025-07,13.1,,
ESTAT:UNE_RT_M(1.0),04/03/26 11:00:00,Monthly,"Seasonally adjusted data, not calendar adjusted data",Less than 25 years,Percentage of population in the labour force,Total,Cyprus,2025-08,13.1,,
ESTAT:UNE_RT_M(1.0),04/03/26 11:00:00,Monthly,"Seasonally adjusted data, not calendar adjusted data",Less than 25 years,Percentage of population in the labour force,Total,Cyprus,2025-09,13.1,,
ESTAT:UNE_RT_M(1.0),04/03/26 11:00:00,Monthly,"Seasonally adjusted data, not calendar adjusted data",Less than 25 years,Percentage of population in the labour force,Total,Cyprus,2025-10,15.0,,
ESTAT:UNE_RT_M(1.0),04/03/26 11:00:00,Monthly,"Seasonally adjusted data, not calendar adjusted data",Less than 25 years,Percentage of population in the labour force,Total,Cyprus,2025-11,15.0,,
ESTAT:UNE_RT_M(1.0),04/03/26 11:00:00,Monthly,"Seasonally adjusted data, not calendar adjusted data",Less than 25 years,Percentage of population in the labour force,Total,Cyprus,2025-12,15.0,,
ESTAT:UNE_RT_M(1.0),04/03/26 11:00:00,Monthly,"Seasonally adjusted data, not calendar adjusted data",Less than 25 years,Percentage of population in the labour force,Total,Czechia,2021-12,7.8,,
ESTAT:UNE_RT_M(1.0),04/03/26 11:00:00,Monthly,"Seasonally adjusted data, not calendar adjusted data",Less than 25 years,Percentage of population in the labour force,Total,Czechia,2022-01,6.5,,
ESTAT:UNE_RT_M(1.0),04/03/26 11:00:00,Monthly,"Seasonally adjusted data, not calendar adjusted data",Less than 25 years,Percentage of population in the labour force,Total,Czechia,2022-02,7.7,,
ESTAT:UNE_RT_M(1.0),04/03/26 11:00:00,Monthly,"Seasonally adjusted data, not calendar adjusted data",Less than 25 years,Percentage of population in the labour force,Total,Czechia,2022-03,7.1,,
ESTAT:UNE_RT_M(1.0),04/03/26 11:00:00,Monthly,"Seasonally adjusted data, not calendar adjusted data",Less than 25 years,Percentage of population in the labour force,Total,Czechia,2022-04,8.6,,
ESTAT:UNE_RT_M(1.0),04/03/26 11:00:00,Monthly,"Seasonally adjusted data, not calendar adjusted data",Less than 25 years,Percentage of population in the labour force,Total,Czechia,2022-05,6.3,,
ESTAT:UNE_RT_M(1.0),04/03/26 11:00:00,Monthly,"Seasonally adjusted data, not calendar adjusted data",Less than 25 years,Percentage of population in the labour force,Total,Czechia,2022-06,6.7,,
ESTAT:UNE_RT_M(1.0),04/03/26 11:00:00,Monthly,"Seasonally adjusted data, not calendar adjusted data",Less than 25 years,Percentage of population in the labour force,Total,Czechia,2022-07,6.2,,
ESTAT:UNE_RT_M(1.0),04/03/26 11:00:00,Monthly,"Seasonally adjusted data, not calendar adjusted data",Less than 25 years,Percentage of population in the labour force,Total,Czechia,2022-08,7.7,,
ESTAT:UNE_RT_M(1.0),04/03/26 11:00:00,Monthly,"Seasonally adjusted data, not calendar adjusted data",Less than 25 years,Percentage of population in the labour force,Total,Czechia,2022-09,7.9,,
ESTAT:UNE_RT_M(1.0),04/03/26 11:00:00,Monthly,"Seasonally adjusted data, not calendar adjusted data",Less than 25 years,Percentage of population in the labour force,Total,Czechia,2022-10,6.3,,
ESTAT:UNE_RT_M(1.0),04/03/26 11:00:00,Monthly,"Seasonally adjusted data, not calendar adjusted data",Less than 25 years,Percentage of population in the labour force,Total,Czechia,2022-11,10.4,,
ESTAT:UNE_RT_M(1.0),04/03/26 11:00:00,Monthly,"Seasonally adjusted data, not calendar adjusted data",Less than 25 years,Percentage of population in the labour force,Total,Czechia,2022-12,10.0,,
ESTAT:UNE_RT_M(1.0),04/03/26 11:00:00,Monthly,"Seasonally adjusted data, not calendar adjusted data",Less than 25 years,Percentage of population in the labour force,Total,Czechia,2023-01,7.0,,
ESTAT:UNE_RT_M(1.0),04/03/26 11:00:00,Monthly,"Seasonally adjusted data, not calendar adjusted data",Less than 25 years,Percentage of population in the labour force,Total,Czechia,2023-02,8.1,,
ESTAT:UNE_RT_M(1.0),04/03/26 11:00:00,Monthly,"Seasonally adjusted data, not calendar adjusted data",Less than 25 years,Percentage of population in the labour force,Total,Czechia,2023-03,10.2,,
ESTAT:UNE_RT_M(1.0),04/03/26 11:00:00,Monthly,"Seasonally adjusted data, not calendar adjusted data",Less than 25 years,Percentage of population in the labour force,Total,Czechia,2023-04,7.9,,
ESTAT:UNE_RT_M(1.0),04/03/26 11:00:00,Monthly,"Seasonally adjusted data, not calendar adjusted data",Less than 25 years,Percentage of population in the labour force,Total,Czechia,2023-05,9.7,,
ESTAT:UNE_RT_M(1.0),04/03/26 11:00:00,Monthly,"Seasonally adjusted data, not calendar adjusted data",Less than 25 years,Percentage of population in the labour force,Total,Czechia,2023-06,12.9,b,
ESTAT:UNE_RT_M(1.0),04/03/26 11:00:00,Monthly,"Seasonally adjusted data, not calendar adjusted data",Less than 25 years,Percentage of population in the labour force,Total,Czechia,2023-07,8.5,,
ESTAT:UNE_RT_M(1.0),04/03/26 11:00:00,Monthly,"Seasonally adjusted data, not calendar adjusted data",Less than 25 years,Percentage of population in the labour force,Total,Czechia,2023-08,8.0,,
ESTAT:UNE_RT_M(1.0),04/03/26 11:00:00,Monthly,"Seasonally adjusted data, not calendar adjusted data",Less than 25 years,Percentage of population in the labour force,Total,Czechia,2023-09,9.4,,
ESTAT:UNE_RT_M(1.0),04/03/26 11:00:00,Monthly,"Seasonally adjusted data, not calendar adjusted data",Less than 25 years,Percentage of population in the labour force,Total,Czechia,2023-10,6.7,,
ESTAT:UNE_RT_M(1.0),04/03/26 11:00:00,Monthly,"Seasonally adjusted data, not calendar adjusted data",Less than 25 years,Percentage of population in the labour force,Total,Czechia,2023-11,6.4,,
ESTAT:UNE_RT_M(1.0),04/03/26 11:00:00,Monthly,"Seasonally adjusted data, not calendar adjusted data",Less than 25 years,Percentage of population in the labour force,Total,Czechia,2023-12,9.0,,
ESTAT:UNE_RT_M(1.0),04/03/26 11:00:00,Monthly,"Seasonally adjusted data, not calendar adjusted data",Less than 25 years,Percentage of population in the labour force,Total,Czechia,2024-01,8.2,,
ESTAT:UNE_RT_M(1.0),04/03/26 11:00:00,Monthly,"Seasonally adjusted data, not calendar adjusted data",Less than 25 years,Percentage of population in the labour force,Total,Czechia,2024-02,7.6,,
ESTAT:UNE_RT_M(1.0),04/03/26 11:00:00,Monthly,"Seasonally adjusted data, not calendar adjusted data",Less than 25 years,Percentage of population in the labour force,Total,Czechia,2024-03,7.6,,
ESTAT:UNE_RT_M(1.0),04/03/26 11:00:00,Monthly,"Seasonally adjusted data, not calendar adjusted data",Less than 25 years,Percentage of population in the labour force,Total,Czechia,2024-04,8.1,,
ESTAT:UNE_RT_M(1.0),04/03/26 11:00:00,Monthly,"Seasonally adjusted data, not calendar adjusted data",Less than 25 years,Percentage of population in the labour force,Total,Czechia,2024-05,9.6,,
ESTAT:UNE_RT_M(1.0),04/03/26 11:00:00,Monthly,"Seasonally adjusted data, not calendar adjusted data",Less than 25 years,Percentage of population in the labour force,Total,Czechia,2024-06,9.9,,
ESTAT:UNE_RT_M(1.0),04/03/26 11:00:00,Monthly,"Seasonally adjusted data, not calendar adjusted data",Less than 25 years,Percentage of population in the labour force,Total,Czechia,2024-07,11.3,,
ESTAT:UNE_RT_M(1.0),04/03/26 11:00:00,Monthly,"Seasonally adjusted data, not calendar adjusted data",Less than 25 years,Percentage of population in the labour force,Total,Czechia,2024-08,9.9,,
ESTAT:UNE_RT_M(1.0),04/03/26 11:00:00,Monthly,"Seasonally adjusted data, not calendar adjusted data",Less than 25 years,Percentage of population in the labour force,Total,Czechia,2024-09,11.7,,
